# time_s,Cell_Conc_ADP_mmol/L,Env_Conc_ADP_mmol/L,
5.000833472245374445e+00,1.751348623666209692e+00,0.000000000000000000e+00
1.000166694449074889e+01,1.815113222851534314e+00,0.000000000000000000e+00
1.500250041673612245e+01,1.873435457414470262e+00,0.000000000000000000e+00
2.000333388898149778e+01,1.920299806459902614e+00,0.000000000000000000e+00
2.500416736122687311e+01,1.939163472575089253e+00,0.000000000000000000e+00
3.000500083347224489e+01,1.900514244940754160e+00,0.000000000000000000e+00
3.500583430571762023e+01,1.795826844758189100e+00,0.000000000000000000e+00
4.000666777796299556e+01,1.671397481453452460e+00,0.000000000000000000e+00
4.500750125020837089e+01,1.572896759267289779e+00,0.000000000000000000e+00
5.000833472245374622e+01,1.509126011607223816e+00,0.000000000000000000e+00
5.500916819469912156e+01,1.471115001788358079e+00,0.000000000000000000e+00
