# Time [s], Metabolism [mM/s],Bicarb_cell [mM/s],
1.500050001666722288e+01,1.701248601266142427e-02,-8.249474067205664340e-04
3.000100003333444576e+01,1.840939368148463914e-02,-3.342079114794227479e-04
4.500150005000166686e+01,1.966981462061230881e-02,-1.740609706144535807e-04
6.000200006666889152e+01,2.079073107130892037e-02,-1.219666865603930006e-04
7.500250008333611618e+01,2.999728105643473947e-02,1.297419077184169822e-05
9.000300010000333373e+01,3.200796769444628348e-02,-3.472407641935681966e-05
1.050035001166705513e+02,3.204717777385795996e-02,-7.252848774119691200e-05
1.200040001333377830e+02,3.145814544023703418e-02,-9.214704555660091501e-05
1.350045001500049864e+02,3.024574788461560637e-02,-1.089433637331271854e-04
1.500050001666722324e+02,2.169449342869559511e-02,-2.357621853428248926e-04
1.650055001833394499e+02,1.670247401852806984e-02,-2.033210310741218052e-04
1.800060002000066675e+02,1.794777769151549227e-02,-1.287155039371157272e-04
1.950065002166738850e+02,1.924627294195963706e-02,-1.027892352465364922e-04
2.100070002333411026e+02,2.040704580680639812e-02,-9.456434534960145299e-05
2.250075002500083201e+02,2.144105923919394086e-02,-9.206691046803605616e-05
2.400080002666755661e+02,2.236428034459204961e-02,-9.134772808971902691e-05
2.550085002833427836e+02,3.282493719778351027e-02,3.389565975053798752e-05
2.700090003000099728e+02,3.553230387563960369e-02,-5.445734494902154665e-06
2.850095003166772472e+02,3.728859891566075474e-02,-2.345027242101060949e-05
