# time_s,Cell_Conc_H+_mmol/L,Env_Conc_H+_mmol/L,
1.500050001666722288e+01,1.226841348518269287e-01,4.086745014350782745e-01
3.000100003333444576e+01,1.160188617989782595e-01,4.085505583433237664e-01
4.500150005000166686e+01,1.137858554989555071e-01,4.085079010634735663e-01
6.000200006666889152e+01,1.129979727827677694e-01,4.084940308010424626e-01
7.500250008333611618e+01,1.135095196435876169e-01,4.085227489316775040e-01
9.000300010000333373e+01,1.140625806166766787e-01,4.085536494810289021e-01
1.050035001166705513e+02,1.138267427024505368e-01,4.085690098446304597e-01
1.200040001333377830e+02,1.131315954764857828e-01,4.085746882552943049e-01
1.350045001500049864e+02,1.121940728908411428e-01,4.085741662535668506e-01
1.500050001666722324e+02,1.106259006168853198e-01,4.085509287903004716e-01
1.650055001833394499e+02,1.082311769945606822e-01,4.085055975897516345e-01
1.800060002000066675e+02,1.071850502149331585e-01,4.084825560813262202e-01
1.950065002166738850e+02,1.068461807568092531e-01,4.084751625252698859e-01
2.100070002333411026e+02,1.067414322469203147e-01,4.084744290171132830e-01
2.250075002500083201e+02,1.067108110406804339e-01,4.084761896266451142e-01
2.400080002666755661e+02,1.067031553521159970e-01,4.084787670901618428e-01
2.550085002833427836e+02,1.077978574741891987e-01,4.085128618656349020e-01
2.700090003000099728e+02,1.088748586216006231e-01,4.085356508552074328e-01
2.850095003166772472e+02,1.095234955990984360e-01,4.085479160034908852e-01
