# time_s,Cell_Conc_ADP_mmol/L,Env_Conc_ADP_mmol/L,
1.500050001666722288e+01,2.576923806198442857e-01,0.000000000000000000e+00
3.000100003333444576e+01,2.911903971994130313e-01,0.000000000000000000e+00
4.500150005000166686e+01,3.240646668037729938e-01,0.000000000000000000e+00
6.000200006666889152e+01,3.556847910321582207e-01,0.000000000000000000e+00
7.500250008333611618e+01,7.495301163155106972e-01,0.000000000000000000e+00
9.000300010000333373e+01,8.891838727077504556e-01,0.000000000000000000e+00
1.050035001166705513e+02,8.922182435890406715e-01,0.000000000000000000e+00
1.200040001333377830e+02,8.479863621983234623e-01,0.000000000000000000e+00
1.350045001500049864e+02,7.652478581683997971e-01,0.000000000000000000e+00
1.500050001666722324e+02,3.830034255269339494e-01,0.000000000000000000e+00
1.650055001833394499e+02,2.506395070697454153e-01,0.000000000000000000e+00
1.800060002000066675e+02,2.797976407950559796e-01,0.000000000000000000e+00
1.950065002166738850e+02,3.127171385302401352e-01,0.000000000000000000e+00
2.100070002333411026e+02,3.445916142441375341e-01,0.000000000000000000e+00
2.250075002500083201e+02,3.751681958350036594e-01,0.000000000000000000e+00
2.400080002666755661e+02,4.044026999054483595e-01,0.000000000000000000e+00
2.550085002833427836e+02,9.552705037675849331e-01,0.000000000000000000e+00
2.700090003000099728e+02,1.227632311281647848e+00,0.000000000000000000e+00
2.850095003166772472e+02,1.466365464419800313e+00,0.000000000000000000e+00
